"Genes"	"logFC: 2M WT vs 2M HET"	"FDR: 2M WT vs 2M HET"	"logFC: 6M WT vs 6M HET"	"FDR: 6M WT vs 6M HET"	"logFC: 18M WT vs 18M HET"	"FDR: 18M WT vs 18M HET"	"logFC: 24M WT vs 24M HET"	"FDR: 24M WT vs 24M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000029578"	-0.0426792347044474	0.896134528127048	-0.00250650714773276	0.999744995548852	-0.0426180915410249	0.927889454548654	-0.0168496871834103	0.924044288202632	"Wipi2"	"WD repeat domain, phosphoinositide interacting 2"
"ENSMUSG00000029580"	-0.0644601982555118	0.827276864174562	-0.00170858083214129	0.999744995548852	0.0887097616785486	0.711571640258346	0.0571570781546096	0.68067018063157	"Actb"	"actin, beta"
"ENSMUSG00000029581"	0.043984889903209	0.914712234621975	-0.0708722023308002	0.999744995548852	-0.108830736732685	0.675367971822056	0.0802793058416441	0.604681231356229	"Fscn1"	"fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)"
"ENSMUSG00000029587"	-0.101882413067576	0.826054253528993	-0.0123979584750839	0.999744995548852	0.00424943961068876	0.997984294411024	0.084067167651857	0.726413087602215	"Zfp12"	"zinc finger protein 12"
"ENSMUSG00000029591"	0.133869820008402	0.950159885207402	0.182183965697935	0.999744995548852	0.205820413376762	0.954924368830016	-0.197551197472022	0.874509687353058	"Ung"	"uracil DNA glycosylase"
"ENSMUSG00000029592"	-0.0353792863255806	0.939276937232668	0.0174096674348297	0.999744995548852	-0.0079971618615718	0.992426261505759	0.0957239067603908	0.550795192081781	"Usp30"	"ubiquitin specific peptidase 30"
"ENSMUSG00000029594"	-0.0772211035082431	0.938679999264909	0.249651991084533	0.999744995548852	-0.349267374394005	0.244384197388546	0.0643698701194013	0.895195470229206	"Rbm19"	"RNA binding motif protein 19"
"ENSMUSG00000029595"	-0.163831342374585	0.948450409235115	0.218546670158824	0.999744995548852	0.25744255446734	0.943537646700459	0.0681895934574152	0.966825930231765	"Lhx5"	"LIM homeobox protein 5"
"ENSMUSG00000029596"	-0.192125406597629	0.894893989253866	0.237348906468636	0.999744995548852	0.259224677383081	0.873511145627343	-0.151045252107462	0.836511120780083	"Sdsl"	"serine dehydratase-like"
"ENSMUSG00000029597"	0.525158776406387	0.851423811528873	-0.412579982404583	0.999744995548852	0.246657679211096	0.96967465205149	0.544949230371091	0.657412467956771	"Sds"	"serine dehydratase"
"ENSMUSG00000029598"	-0.0504097693519156	0.910151776702794	-0.00885861921411795	0.999744995548852	0.0542967049419664	0.929193868854149	0.0921861292244345	0.555760384255612	"Plbd2"	"phospholipase B domain containing 2"
"ENSMUSG00000029599"	-0.0126062246522124	0.987065324995286	-0.063366945938826	0.999744995548852	0.00531629160762264	0.995748093709645	-0.0123576049498103	0.965808486143322	"Ddx54"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 54"
"ENSMUSG00000029600"	-0.123097705553201	0.900261662984488	-0.157246046091561	0.999744995548852	0.126762512212829	0.927491589366103	-0.0948659862534294	0.836625107390088	"Rita1"	"RBPJ interacting and tubulin associated 1"
"ENSMUSG00000029601"	0.368041794210475	0.835710014826792	0.0438144099332874	0.999744995548852	0.0734199181087689	0.986809826676575	0.21013427750298	0.832996268705317	"Iqcd"	"IQ motif containing D"
"ENSMUSG00000029602"	0.0752646389026276	0.902523342370602	-0.00787927164750651	0.999744995548852	0.0856829953119992	0.908182928493586	0.120675790491485	0.585773635681429	"Rasal1"	"RAS protein activator like 1 (GAP1 like)"
"ENSMUSG00000029603"	0.00968988874431546	0.990040168889109	-0.118746046703856	0.999744995548852	0.0165901154332023	0.986877046081407	0.21033999966595	0.0977906239607691	"Dtx1"	"deltex 1 homolog (Drosophila)"
"ENSMUSG00000029605"	0.52537604014447	0.850740469385621	0.40548076230056	0.999744995548852	0.454656963606859	0.865667942254986	0.434512413902684	0.58270714995416	"Oas1b"	"2'-5' oligoadenylate synthetase 1B"
"ENSMUSG00000029607"	0.301463365927288	0.870795815811142	0.0260478878731294	0.999744995548852	-0.0313445904377905	0.994607463725532	0.143896187269374	0.877688999641176	"Ankrd61"	"ankyrin repeat domain 61"
"ENSMUSG00000029608"	0.0192243394337969	0.961300383805542	-0.0847511616958707	0.999744995548852	-0.122912087935733	0.430593701006167	-0.056588297220121	0.692074232793743	"Rph3a"	"rabphilin 3A"
"ENSMUSG00000029610"	-0.0189697487829188	0.99221792245795	-0.0073631141089349	0.999744995548852	-0.0647353429855247	0.972728128320649	-0.240176085463262	0.530737104025707	"Aimp2"	"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2"
"ENSMUSG00000029613"	-0.00516301407448151	0.994177081781964	0.000301895867454697	0.999907589514652	-0.0696421945843478	0.833348175274079	-0.0575298727873806	0.706749167490354	"Eif2ak1"	"eukaryotic translation initiation factor 2 alpha kinase 1"
"ENSMUSG00000029614"	-0.149438685637277	0.748894723595217	0.0405607912487011	0.999744995548852	0.0860179221831168	0.925187177565177	0.0853654722754924	0.773768384272677	"Rpl6"	"ribosomal protein L6"
"ENSMUSG00000029616"	-0.0720550051991595	0.886059378043811	-0.0615518497571439	0.999744995548852	0.00167521433830917	0.99834401144297	0.0142101835065527	0.961084897109703	"Erp29"	"endoplasmic reticulum protein 29"
"ENSMUSG00000029617"	-0.0616918193031947	0.914712234621975	-0.0218704615017725	0.999744995548852	-0.109887695093571	0.834797350080507	-0.0299945885651723	0.922488004535712	"Ccz1"	"CCZ1 vacuolar protein trafficking and biogenesis associated"
"ENSMUSG00000029621"	-0.0706298553866975	0.797477299024249	-0.024410761590958	0.999744995548852	-0.00154451980674132	0.99834401144297	0.0305495292440057	0.855484550144217	"Arpc1a"	"actin related protein 2/3 complex, subunit 1A"
"ENSMUSG00000029622"	-0.343074584981777	0.326476754527408	-0.10128269767228	0.999744995548852	0.487672385284632	0.0194613199600574	0.6331591757778	0.000386657319277013	"Arpc1b"	"actin related protein 2/3 complex, subunit 1B"
"ENSMUSG00000029623"	-0.0549326015424741	0.902523342370602	0.08373400701936	0.999744995548852	-0.162084731801714	0.358125488016649	0.044783167643769	0.832262157750653	"Pdap1"	"PDGFA associated protein 1"
"ENSMUSG00000029624"	0.0929901592011558	0.875576427232872	-0.151218435284472	0.999744995548852	-0.109542705538301	0.864106659990394	0.0882753963050358	0.74743490435362	"Ptcd1"	"pentatricopeptide repeat domain 1"
"ENSMUSG00000029625"	0.190572770795862	0.708864115915576	-0.0148127527859256	0.999744995548852	0.0397003109815429	0.977421032238354	0.13203599240042	0.6604580188017	"Cpsf4"	"cleavage and polyadenylation specific factor 4"
"ENSMUSG00000029627"	0.145671163598501	0.863935946722679	0.163929919626149	0.999744995548852	0.130048866308762	0.916972258381816	0.0504600131622811	0.917376521724936	"Zkscan14"	"zinc finger with KRAB and SCAN domains 14"
"ENSMUSG00000029629"	0.000775958902815917	0.999746801163303	-0.0366222229153012	0.999744995548852	-0.000248127373523284	0.999229963545566	0.150037724181007	0.406426063856394	"Phf14"	"PHD finger protein 14"
"ENSMUSG00000029632"	-0.141309986615955	0.503753471106594	-0.0308135189272534	0.999744995548852	-0.075630456317448	0.843028018722123	0.00145616010748462	0.994915905868868	"Ndufa4"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4"
"ENSMUSG00000029634"	0.0370510559547148	0.936245533956585	0.0110418037380335	0.999744995548852	-0.0462789268191431	0.94280746102496	-0.082214704071038	0.612725202250844	"Rnf6"	"ring finger protein (C3H2C3 type) 6"
"ENSMUSG00000029635"	0.00222489559709607	0.998616755252211	0.136203567991753	0.999744995548852	-0.0462155901852178	0.962109270778627	-0.0828999961609348	0.742816697447101	"Cdk8"	"cyclin-dependent kinase 8"
"ENSMUSG00000029636"	0.0244153292885948	0.948230577812692	-0.0591077913137597	0.999744995548852	-0.152272074410188	0.185581874430402	-0.119208682248822	0.281944850628899	"Wasf3"	"WAS protein family, member 3"
"ENSMUSG00000029638"	0.0533044824365392	0.984194269508768	0.121123066586993	0.999744995548852	0.304384627168023	0.837905751799675	0.216008018534517	0.789327590460387	"Glcci1"	"glucocorticoid induced transcript 1"
"ENSMUSG00000029640"	0.0296602110134235	0.953474685349499	0.0259213501048893	0.999744995548852	-0.00601046017010528	0.994720726886767	0.117435918990257	0.476183421570836	"Usp12"	"ubiquitin specific peptidase 12"
"ENSMUSG00000029641"	-0.110965352946913	0.948733730058433	0.00221363072258829	0.999907589514652	-0.151613942504901	0.94744453832108	-0.0630536055756703	0.947325491738635	"Rasl11a"	"RAS-like, family 11, member A"
"ENSMUSG00000029642"	-0.132299330594514	0.8253015536085	-0.105648470630014	0.999744995548852	0.130648193226545	0.856290856794323	0.206366635808733	0.422714240633166	"Polr1d"	"polymerase (RNA) I polypeptide D"
"ENSMUSG00000029647"	0.0483171563141553	0.935041400837555	0.128821436371126	0.999744995548852	0.0196999595467185	0.986732719597683	0.157667516106295	0.373929837287721	"Pan3"	"PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae)"
"ENSMUSG00000029648"	-0.165988336663982	0.640142523904497	-0.114774773475317	0.999744995548852	0.215167137292054	0.353750720855485	-0.0960187647423248	0.679725639572644	"Flt1"	"FMS-like tyrosine kinase 1"
"ENSMUSG00000029649"	-0.0918834893910328	0.763846389179624	0.0396290699911773	0.999744995548852	0.0786422070701126	0.834797350080507	0.0698658615162796	0.68067018063157	"Pomp"	"proteasome maturation protein"
"ENSMUSG00000029650"	-0.159367134613635	0.84448708245501	0.190204659981792	0.999744995548852	0.0808191911276827	0.952436160141999	0.0417344417216305	0.930828411757476	"Slc46a3"	"solute carrier family 46, member 3"
"ENSMUSG00000029651"	0.0537122286699658	0.910530407566019	-0.105309381890152	0.999744995548852	-0.0131710237759824	0.989127928836463	0.0496944290008565	0.819649539922083	"Mtus2"	"microtubule associated tumor suppressor candidate 2"
"ENSMUSG00000029655"	0.0632714027914733	0.90625778685758	0.0439343638112361	0.999744995548852	-0.0670456154854516	0.92893083534719	-0.0196946570537991	0.947127244036718	"N4bp2l2"	"NEDD4 binding protein 2-like 2"
"ENSMUSG00000029657"	-0.0836731458172752	0.909492907603734	-0.00951694579826866	0.999744995548852	-0.0770792423567119	0.943537646700459	-0.228075833683193	0.302944460601258	"Hsph1"	"heat shock 105kDa/110kDa protein 1"
"ENSMUSG00000029658"	0.524827737334224	0.774481048723624	-0.483469824686553	0.999744995548852	-0.228391375899493	0.943537646700459	0.309153497882034	0.789273647243246	"Wdr95"	"WD40 repeat domain 95"
"ENSMUSG00000029659"	-0.154885999553302	0.901998684712185	0.0818854279005956	0.999744995548852	-0.112493218694745	0.943537646700459	-0.149478626812565	0.780517225100756	"Medag"	"mesenteric estrogen dependent adipogenesis"
"ENSMUSG00000029661"	-0.0817435959843009	0.943011230077711	-0.00396187795234368	0.999744995548852	0.547732065653309	0.092902318964412	-0.12372347686531	0.804157104794655	"Col1a2"	"collagen, type I, alpha 2"
"ENSMUSG00000029669"	-0.313224653052567	0.203610715225955	-0.132776914342176	0.999744995548852	-0.0327523568474804	0.977421032238354	-0.0881721490898291	0.783253405178067	"Tspan12"	"tetraspanin 12"
"ENSMUSG00000029670"	-0.128598737976905	0.781459665482719	0.0112281110380253	0.999744995548852	0.00308582140555399	0.99834401144297	0.0256742420473487	0.944929726061588	"Ing3"	"inhibitor of growth family, member 3"
"ENSMUSG00000029671"	0.364510106207453	0.905082310982619	0.324580927104898	0.999744995548852	0.219027673984069	0.966145883767656	-0.408751113921898	0.784675299938037	"Wnt16"	"wingless-type MMTV integration site family, member 16"
"ENSMUSG00000029672"	-0.144363780920037	0.432623271080454	0.0310788481691412	0.999744995548852	-0.159391533040298	0.18893148439448	-0.0788420664512904	0.590986832578297	"Fam3c"	"family with sequence similarity 3, member C"
"ENSMUSG00000029673"	0.0763151909925072	0.876108887855863	0.0262126315155157	0.999744995548852	0.0268199686070323	0.977321103870592	0.145984461240866	0.373774333986716	"Auts2"	""
"ENSMUSG00000029674"	-0.0553951578308441	0.910151776702794	-0.0530649952140285	0.999744995548852	-0.100648711119872	0.813270674295246	0.00057815184920505	0.997718174622326	"Limk1"	"LIM-domain containing, protein kinase"
"ENSMUSG00000029675"	0.0946943424615476	0.941814273388401	0.0967706398664226	0.999744995548852	0.387372389479661	0.623800472242865	0.132970342357491	0.815933910379922	"Eln"	"elastin"
"ENSMUSG00000029676"	-0.00993513350562964	0.993315259750146	0.180594646233593	0.999744995548852	-0.210974495749571	0.497610229347991	-0.0357769804072239	0.924129006535824	"Pot1a"	"protection of telomeres 1A"
"ENSMUSG00000029681"	-0.140188933411986	0.622482778845798	-0.0514949455313314	0.999744995548852	0.00358759545573224	0.997984294411024	0.043932645584634	0.850459066524024	"Bcl7b"	"B cell CLL/lymphoma 7B"
"ENSMUSG00000029684"	0.0443561163060157	0.90625778685758	0.0190087445363967	0.999744995548852	-0.0116633562822292	0.987609608844371	-0.0134278257166411	0.946603454952172	"Wasl"	"Wiskott-Aldrich syndrome-like (human)"
"ENSMUSG00000029686"	0.0638124459971665	0.838729468116293	0.027645119372222	0.999744995548852	0.0203662147630216	0.97584340183069	-0.0457295384847254	0.78122440467076	"Cul1"	"cullin 1"
"ENSMUSG00000029687"	0.154046263409871	0.897924554047943	-0.00230889057565105	0.999907589514652	0.0471569011551375	0.986529508788174	0.242949201028988	0.606437472065322	"Ezh2"	"enhancer of zeste homolog 2 (Drosophila)"
"ENSMUSG00000029695"	-0.0143850959956247	0.994177081781964	-0.227312918745332	0.999744995548852	0.000862996058247963	0.99907212783016	-0.0558174191306835	0.920533247727994	"Aass"	"aminoadipate-semialdehyde synthase"
"ENSMUSG00000029697"	-0.659961990011143	0.794779257023184	-0.848597858013514	0.999744995548852	0.964692370247256	0.575365602985743	0.712729351381706	0.57602444217395	"Fezf1"	"Fez family zinc finger 1"
"ENSMUSG00000029699"	0.000405340598284724	0.999918382015034	-0.279277655857433	0.999744995548852	0.0463385382678424	0.992426261505759	0.357028340640143	0.725014580787775	"Ssc4d"	"scavenger receptor cysteine rich family, 4 domains"
"ENSMUSG00000029701"	0.114600386608382	0.875885827501715	0.0557026000380145	0.999744995548852	-0.113449442387638	0.905311574964932	-0.163758245494415	0.574618985393968	"Rbm28"	"RNA binding motif protein 28"
"ENSMUSG00000029703"	0.131917868502709	0.856140538266598	-0.103091237076674	0.999744995548852	0.0594429154911093	0.965772887222713	0.0831535592899893	0.826917629848129	"Lrwd1"	"leucine-rich repeats and WD repeat domain containing 1"
"ENSMUSG00000029705"	0.00324930353925457	0.996445498371954	-0.105665554729492	0.999744995548852	0.0609397971855253	0.874737803042676	0.0395808964315398	0.815285901443475	"Cux1"	"cut-like homeobox 1"
"ENSMUSG00000029708"	-0.0800156983128243	0.901998684712185	-0.0927724161155905	0.999744995548852	0.0713651627965549	0.939463041728211	-0.2275001259907	0.250583752930853	"Gcc1"	"golgi coiled coil 1"
"ENSMUSG00000029710"	-0.0160636887890423	0.993138904030348	-0.359185479243399	0.999744995548852	0.163676651225339	0.895762413965968	0.0757970423956959	0.889835903489419	"Ephb4"	"Eph receptor B4"
"ENSMUSG00000029712"	-0.0343591863103626	0.944889306218637	0.0186396876938276	0.999744995548852	-0.0055387037409324	0.994868996234191	-0.140122617275546	0.353550261969178	"Actl6b"	"actin-like 6B"
"ENSMUSG00000029713"	-0.00492829800253074	0.994604212853155	-0.0633991227746031	0.999744995548852	0.114139192442378	0.656123134722102	0.0299229379575468	0.888088911991134	"Gnb2"	"guanine nucleotide binding protein (G protein), beta 2"
"ENSMUSG00000029714"	0.0761557965320769	0.876278468167481	0.0385217639428758	0.999744995548852	0.0210545038543779	0.983256457754263	0.132336224422541	0.430998695719815	"Gigyf1"	"GRB10 interacting GYF protein 1"
"ENSMUSG00000029715"	-0.163240360748771	0.828239282937379	0.0595146940040718	0.999744995548852	0.0811373413582211	0.951695214596033	-0.0699710303167591	0.882312267108583	"Pop7"	"processing of precursor 7, ribonuclease P family, (S. cerevisiae)"
"ENSMUSG00000029716"	0.0383046137673797	0.987430937575195	-0.063805272062563	0.999744995548852	0.07803551516651	0.977421032238354	0.337121028944993	0.508498529204889	"Tfr2"	"transferrin receptor 2"
"ENSMUSG00000029718"	0.0882356976533465	0.941138024441053	-0.209958851878971	0.999744995548852	0.52382582418903	0.129508584223164	-0.164346417469349	0.742212933438511	"Pcolce"	"procollagen C-endopeptidase enhancer protein"
"ENSMUSG00000029720"	0.222071536470094	0.943011230077711	0.227908476249791	0.999744995548852	-0.102883354160785	0.986131136184366	0.133206085547726	0.93787508756122	"Gm20605"	""
"ENSMUSG00000029722"	0.011656317591198	0.989777510150842	0.107346845251383	0.999744995548852	0.0462100077082397	0.951695214596033	0.0541589226544671	0.821598858569163	"Agfg2"	"ArfGAP with FG repeats 2"
"ENSMUSG00000029723"	-0.157249447756535	0.71914987576161	-0.0436383752248706	0.999744995548852	-0.112865443221685	0.874678767336684	0.315750437917938	0.0574926685901679	"Tsc22d4"	"TSC22 domain family, member 4"
"ENSMUSG00000029725"	-0.264789643302209	0.834903184229838	-0.00155374169516341	0.999907589514652	-0.120603052768093	0.960506067812569	0.394325431249996	0.454946283360105	"Ppp1r35"	"protein phosphatase 1, regulatory subunit 35"
"ENSMUSG00000029726"	0.048595860136835	0.945905343826747	-0.0787564754912259	0.999744995548852	-0.0549223144820415	0.96233665860721	0.00331014597311308	0.99303044494725	"Mepce"	"methylphosphate capping enzyme"
"ENSMUSG00000029727"	0.50644243521244	0.780915240555805	0.364781868215116	0.999744995548852	0.405477773393718	0.838519835707205	0.649136014724538	0.333553758238062	"Cyp3a13"	"cytochrome P450, family 3, subfamily a, polypeptide 13"
"ENSMUSG00000029729"	0.082585780410737	0.774481048723624	-0.0139889901850611	0.999744995548852	0.0629571577680796	0.876998032950378	-0.0648054882128301	0.674591798494473	"Zkscan1"	"zinc finger with KRAB and SCAN domains 1"
"ENSMUSG00000029730"	-0.0968006757382048	0.910530407566019	0.0413401541034428	0.999744995548852	0.186049626494373	0.780670663496465	0.152669702937986	0.643848953057428	"Mcm7"	"minichromosome maintenance deficient 7 (S. cerevisiae)"
"ENSMUSG00000029735"	0.106900008717734	0.955958621788084	0.187048666660528	0.999744995548852	-0.160055652839687	0.955381030731788	-0.0681133211577355	0.946603454952172	"Tpk1"	"thiamine pyrophosphokinase"
